   287.149994       1.39999998    
          37          37
   1.25000000       20.0000000    
   1.25000000       20.0000000    
           4           3
          25          70          15
   IIN     XIN       REL SPACING 
   0.99945   0.60393   0.99943   0.55750
   0.99976   0.60429   0.99974   0.55796
   0.99995   0.60452   0.99993   0.55823
   1.00001   0.60459   0.99999   0.55832

XIN,   MODIFIED LEADING EDGE THICKNESS     0.00000     0.00000
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00006     0.09652
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00025     0.19214
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00056     0.28594
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00100     0.37704
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00156     0.46457
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00224     0.54766
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00305     0.62551
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00398     0.69735
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00504     0.76246
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00622     0.82022
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00752     0.87008
XIN,   MODIFIED LEADING EDGE THICKNESS     0.00895     0.91166
XIN,   MODIFIED LEADING EDGE THICKNESS     0.01049     0.94477
XIN,   MODIFIED LEADING EDGE THICKNESS     0.01216     0.96944
XIN,   MODIFIED LEADING EDGE THICKNESS     0.01395     0.98609
XIN,   MODIFIED LEADING EDGE THICKNESS     0.01587     0.99557
XIN,   MODIFIED LEADING EDGE THICKNESS     0.01790     0.99942
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99105     0.99442
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99248     0.96876
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99378     0.92571
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99496     0.86823
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99602     0.79867
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99695     0.71900
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99776     0.63090
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99844     0.53585
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99900     0.43519
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99944     0.33013
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99975     0.22186
 XIN,   MODIFIED TRAILING EDGE THICKNESS     0.99994     0.11144
 XIN,   MODIFIED TRAILING EDGE THICKNESS     1.00000     0.00000

  POINTS NEARLY PERPENDICULAR TO THE CENTRE LINE BEFORE THINNING 
        N        XUPP      YUPP        XLOW        YLOW 
         1     0.00376     0.02305    -0.00359    -0.02205
         2     0.00382     0.02305    -0.00353    -0.02207
         3     0.00400     0.02305    -0.00334    -0.02213
         4     0.00431     0.02304    -0.00303    -0.02223
         5     0.00474     0.02304    -0.00259    -0.02236
         6     0.00530     0.02302    -0.00202    -0.02253
         7     0.00597     0.02301    -0.00133    -0.02274
         8     0.00677     0.02300    -0.00051    -0.02298
         9     0.00769     0.02299     0.00043    -0.02327
        10     0.00873     0.02297     0.00150    -0.02359
        11     0.00990     0.02296     0.00269    -0.02394
        12     0.01118     0.02294     0.00401    -0.02433
        13     0.01259     0.02293     0.00545    -0.02476
        14     0.01411     0.02292     0.00702    -0.02521
        15     0.01575     0.02291     0.00871    -0.02570
        16     0.01751     0.02290     0.01053    -0.02622
        17     0.01939     0.02290     0.01247    -0.02676
        18     0.02138     0.02290     0.01454    -0.02734
        19     0.02349     0.02290     0.01673    -0.02794
        20     0.02572     0.02292     0.01904    -0.02856
        21     0.02806     0.02294     0.02148    -0.02921
        22     0.03051     0.02296     0.02404    -0.02988
        23     0.03308     0.02300     0.02673    -0.03057
        24     0.03575     0.02305     0.02954    -0.03127
        25     0.03854     0.02310     0.03247    -0.03200
        26     0.04143     0.02318     0.03552    -0.03274
        27     0.04444     0.02326     0.03870    -0.03349
        28     0.04755     0.02336     0.04200    -0.03425
        29     0.05076     0.02348     0.04542    -0.03502
        30     0.05408     0.02361     0.04896    -0.03579
        31     0.05750     0.02376     0.05262    -0.03657
        32     0.06103     0.02392     0.05640    -0.03734
        33     0.06465     0.02411     0.06030    -0.03812
        34     0.06838     0.02432     0.06432    -0.03889
        35     0.07220     0.02455     0.06846    -0.03965
        36     0.07612     0.02481     0.07271    -0.04040
        37     0.08013     0.02509     0.07709    -0.04114
        38     0.08424     0.02540     0.08158    -0.04186
        39     0.08843     0.02574     0.08618    -0.04257
        40     0.09273     0.02611     0.09090    -0.04325
        41     0.09711     0.02650     0.09574    -0.04391
        42     0.10157     0.02693     0.10069    -0.04455
        43     0.10613     0.02739     0.10575    -0.04515
        44     0.11077     0.02791     0.11093    -0.04574
        45     0.11550     0.02844     0.11621    -0.04627
        46     0.12030     0.02901     0.12160    -0.04677
        47     0.12519     0.02962     0.12711    -0.04722
        48     0.13016     0.03027     0.13271    -0.04762
        49     0.13521     0.03096     0.13843    -0.04797
        50     0.14034     0.03169     0.14425    -0.04828
        51     0.14554     0.03246     0.15017    -0.04852
        52     0.15082     0.03328     0.15620    -0.04871
        53     0.15617     0.03414     0.16232    -0.04883
        54     0.16159     0.03506     0.16854    -0.04889
        55     0.16709     0.03602     0.17486    -0.04887
        56     0.17265     0.03703     0.18128    -0.04879
        57     0.17829     0.03809     0.18779    -0.04863
        58     0.18399     0.03920     0.19438    -0.04839
        59     0.18976     0.04036     0.20107    -0.04807
        60     0.19559     0.04158     0.20785    -0.04766
        61     0.20149     0.04288     0.21471    -0.04721
        62     0.20745     0.04421     0.22165    -0.04662
        63     0.21347     0.04560     0.22867    -0.04595
        64     0.21956     0.04705     0.23577    -0.04517
        65     0.22570     0.04855     0.24295    -0.04430
        66     0.23191     0.05012     0.25020    -0.04333
        67     0.23817     0.05175     0.25752    -0.04225
        68     0.24449     0.05345     0.26491    -0.04107
        69     0.25086     0.05520     0.27236    -0.03978
        70     0.25729     0.05702     0.27988    -0.03838
        71     0.26378     0.05891     0.28745    -0.03686
        72     0.27031     0.06087     0.29509    -0.03523
        73     0.27691     0.06289     0.30278    -0.03349
        74     0.28355     0.06498     0.31052    -0.03163
        75     0.29024     0.06715     0.31831    -0.02965
        76     0.29698     0.06938     0.32614    -0.02760
        77     0.30377     0.07171     0.33402    -0.02538
        78     0.31061     0.07409     0.34194    -0.02304
        79     0.31750     0.07654     0.34989    -0.02058
        80     0.32443     0.07907     0.35788    -0.01799
        81     0.33140     0.08167     0.36590    -0.01528
        82     0.33842     0.08434     0.37395    -0.01245
        83     0.34548     0.08710     0.38203    -0.00949
        84     0.35259     0.08993     0.39013    -0.00640
        85     0.35973     0.09283     0.39825    -0.00320
        86     0.36692     0.09582     0.40639     0.00014
        87     0.37414     0.09889     0.41455     0.00359
        88     0.38140     0.10203     0.42272     0.00717
        89     0.38869     0.10525     0.43090     0.01087
        90     0.39602     0.10856     0.43908     0.01469
        91     0.40338     0.11194     0.44727     0.01864
        92     0.41078     0.11541     0.45547     0.02270
        93     0.41820     0.11895     0.46366     0.02688
        94     0.42565     0.12258     0.47185     0.03118
        95     0.43314     0.12629     0.48004     0.03560
        96     0.44064     0.13012     0.48822     0.04007
        97     0.44817     0.13399     0.49639     0.04471
        98     0.45573     0.13794     0.50455     0.04947
        99     0.46330     0.14197     0.51270     0.05433
       100     0.47089     0.14608     0.52083     0.05930
       101     0.47851     0.15027     0.52894     0.06438
       102     0.48614     0.15454     0.53704     0.06956
       103     0.49378     0.15889     0.54511     0.07484
       104     0.50143     0.16332     0.55316     0.08022
       105     0.50910     0.16783     0.56119     0.08570
       106     0.51677     0.17241     0.56918     0.09127
       107     0.52446     0.17706     0.57715     0.09693
       108     0.53214     0.18180     0.58509     0.10269
       109     0.53983     0.18660     0.59300     0.10853
       110     0.54752     0.19148     0.60087     0.11446
       111     0.55521     0.19643     0.60871     0.12046
       112     0.56290     0.20144     0.61651     0.12655
       113     0.57058     0.20653     0.62427     0.13272
       114     0.57825     0.21168     0.63199     0.13895
       115     0.58591     0.21690     0.63967     0.14526
       116     0.59356     0.22218     0.64730     0.15164
       117     0.60120     0.22752     0.65489     0.15808
       118     0.60882     0.23292     0.66244     0.16458
       119     0.61642     0.23838     0.66993     0.17114
       120     0.62400     0.24389     0.67738     0.17775
       121     0.63156     0.24945     0.68478     0.18442
       122     0.63910     0.25507     0.69212     0.19113
       123     0.64660     0.26073     0.69941     0.19789
       124     0.65408     0.26644     0.70665     0.20469
       125     0.66152     0.27219     0.71382     0.21153
       126     0.66893     0.27798     0.72095     0.21841
       127     0.67630     0.28381     0.72801     0.22531
       128     0.68364     0.28967     0.73501     0.23225
       129     0.69093     0.29556     0.74195     0.23921
       130     0.69818     0.30149     0.74883     0.24619
       131     0.70539     0.30744     0.75564     0.25318
       132     0.71254     0.31341     0.76239     0.26020
       133     0.71965     0.31940     0.76907     0.26722
       134     0.72671     0.32541     0.77568     0.27424
       135     0.73371     0.33143     0.78223     0.28127
       136     0.74065     0.33747     0.78870     0.28830
       137     0.74754     0.34350     0.79510     0.29532
       138     0.75436     0.34955     0.80143     0.30234
       139     0.76112     0.35559     0.80768     0.30934
       140     0.76782     0.36163     0.81386     0.31632
       141     0.77445     0.36766     0.81997     0.32329
       142     0.78101     0.37368     0.82599     0.33023
       143     0.78750     0.37969     0.83194     0.33714
       144     0.79392     0.38568     0.83781     0.34402
       145     0.80026     0.39165     0.84359     0.35087
       146     0.80652     0.39759     0.84930     0.35767
       147     0.81271     0.40351     0.85492     0.36444
       148     0.81881     0.40939     0.86045     0.37115
       149     0.82483     0.41524     0.86590     0.37782
       150     0.83077     0.42105     0.87127     0.38443
       151     0.83662     0.42681     0.87654     0.39098
       152     0.84238     0.43253     0.88173     0.39747
       153     0.84805     0.43820     0.88683     0.40390
       154     0.85363     0.44382     0.89184     0.41025
       155     0.85912     0.44937     0.89675     0.41654
       156     0.86451     0.45487     0.90157     0.42274
       157     0.86980     0.46030     0.90630     0.42886
       158     0.87500     0.46567     0.91094     0.43491
       159     0.88010     0.47096     0.91548     0.44086
       160     0.88509     0.47617     0.91992     0.44672
       161     0.88998     0.48131     0.92427     0.45249
       162     0.89477     0.48637     0.92851     0.45816
       163     0.89944     0.49134     0.93266     0.46372
       164     0.90402     0.49622     0.93671     0.46919
       165     0.90848     0.50102     0.94066     0.47454
       166     0.91283     0.50571     0.94451     0.47978
       167     0.91707     0.51032     0.94825     0.48491
       168     0.92120     0.51482     0.95189     0.48992
       169     0.92522     0.51921     0.95543     0.49480
       170     0.92912     0.52349     0.95886     0.49957
       171     0.93290     0.52766     0.96218     0.50421
       172     0.93656     0.53172     0.96541     0.50872
       173     0.94011     0.53567     0.96852     0.51310
       174     0.94354     0.53949     0.97153     0.51735
       175     0.94684     0.54319     0.97442     0.52145
       176     0.95003     0.54678     0.97721     0.52542
       177     0.95309     0.55023     0.97989     0.52925
       178     0.95603     0.55355     0.98246     0.53292
       179     0.95884     0.55675     0.98492     0.53646
       180     0.96153     0.55982     0.98727     0.53984
       181     0.96409     0.56274     0.98951     0.54307
       182     0.96653     0.56553     0.99164     0.54615
       183     0.96883     0.56818     0.99365     0.54907
       184     0.97101     0.57068     0.99555     0.55184
       185     0.97307     0.57305     0.99734     0.55445
       186     0.97499     0.57527     0.99901     0.55689
       187     0.97678     0.57734     1.00058     0.55918
       188     0.97844     0.57927     1.00202     0.56130
       189     0.97997     0.58104     1.00336     0.56325
       190     0.98137     0.58267     1.00458     0.56504
       191     0.98263     0.58415     1.00569     0.56666
       192     0.98377     0.58547     1.00668     0.56811
       193     0.98477     0.58664     1.00755     0.56939
       194     0.98564     0.58765     1.00831     0.57051
       195     0.98637     0.58851     1.00896     0.57145
       196     0.98697     0.58922     1.00948     0.57222
       197     0.98744     0.58977     1.00989     0.57282
       198     0.98778     0.59016     1.01019     0.57325
       199     0.98798     0.59039     1.01036     0.57351
       200     0.98804     0.59047     1.01042     0.57359
  COORDINATES GOING ROUND THE BLADE AFTER ANY ROTATION
     N        XSURF        YSURF 
         1     0.00026     0.00159
         2     0.00050     0.00267
         3     0.00104     0.00480
         4     0.00169     0.00688
         5     0.00246     0.00890
         6     0.00334     0.01083
         7     0.00432     0.01267
         8     0.00541     0.01439
         9     0.00659     0.01599
        10     0.00787     0.01744
        11     0.00925     0.01874
        12     0.01071     0.01987
        13     0.01227     0.02082
        14     0.01391     0.02159
        15     0.01564     0.02216
        16     0.01746     0.02256
        17     0.01937     0.02279
        18     0.02138     0.02288
        19     0.02349     0.02290
        20     0.02572     0.02292
        21     0.02806     0.02294
        22     0.03051     0.02296
        23     0.03308     0.02300
        24     0.03575     0.02305
        25     0.03854     0.02310
        26     0.04143     0.02318
        27     0.04444     0.02326
        28     0.04755     0.02336
        29     0.05076     0.02348
        30     0.05408     0.02361
        31     0.05750     0.02376
        32     0.06103     0.02392
        33     0.06465     0.02411
        34     0.06838     0.02432
        35     0.07220     0.02455
        36     0.07612     0.02481
        37     0.08013     0.02509
        38     0.08424     0.02540
        39     0.08843     0.02574
        40     0.09273     0.02611
        41     0.09711     0.02650
        42     0.10157     0.02693
        43     0.10613     0.02739
        44     0.11077     0.02791
        45     0.11550     0.02844
        46     0.12030     0.02901
        47     0.12519     0.02962
        48     0.13016     0.03027
        49     0.13521     0.03096
        50     0.14034     0.03169
        51     0.14554     0.03246
        52     0.15082     0.03328
        53     0.15617     0.03414
        54     0.16159     0.03506
        55     0.16709     0.03602
        56     0.17265     0.03703
        57     0.17829     0.03809
        58     0.18399     0.03920
        59     0.18976     0.04036
        60     0.19559     0.04158
        61     0.20149     0.04288
        62     0.20745     0.04421
        63     0.21347     0.04560
        64     0.21956     0.04705
        65     0.22570     0.04855
        66     0.23191     0.05012
        67     0.23817     0.05175
        68     0.24449     0.05345
        69     0.25086     0.05520
        70     0.25729     0.05702
        71     0.26378     0.05891
        72     0.27031     0.06087
        73     0.27691     0.06289
        74     0.28355     0.06498
        75     0.29024     0.06715
        76     0.29698     0.06938
        77     0.30377     0.07171
        78     0.31061     0.07409
        79     0.31750     0.07654
        80     0.32443     0.07907
        81     0.33140     0.08167
        82     0.33842     0.08434
        83     0.34548     0.08710
        84     0.35259     0.08993
        85     0.35973     0.09283
        86     0.36692     0.09582
        87     0.37414     0.09889
        88     0.38140     0.10203
        89     0.38869     0.10525
        90     0.39602     0.10856
        91     0.40338     0.11194
        92     0.41078     0.11541
        93     0.41820     0.11895
        94     0.42565     0.12258
        95     0.43314     0.12629
        96     0.44064     0.13012
        97     0.44817     0.13399
        98     0.45573     0.13794
        99     0.46330     0.14197
       100     0.47089     0.14608
       101     0.47851     0.15027
       102     0.48614     0.15454
       103     0.49378     0.15889
       104     0.50143     0.16332
       105     0.50910     0.16783
       106     0.51677     0.17241
       107     0.52446     0.17706
       108     0.53214     0.18180
       109     0.53983     0.18660
       110     0.54752     0.19148
       111     0.55521     0.19643
       112     0.56290     0.20144
       113     0.57058     0.20653
       114     0.57825     0.21168
       115     0.58591     0.21690
       116     0.59356     0.22218
       117     0.60120     0.22752
       118     0.60882     0.23292
       119     0.61642     0.23838
       120     0.62400     0.24389
       121     0.63156     0.24945
       122     0.63910     0.25507
       123     0.64660     0.26073
       124     0.65408     0.26644
       125     0.66152     0.27219
       126     0.66893     0.27798
       127     0.67630     0.28381
       128     0.68364     0.28967
       129     0.69093     0.29556
       130     0.69818     0.30149
       131     0.70539     0.30744
       132     0.71254     0.31341
       133     0.71965     0.31940
       134     0.72671     0.32541
       135     0.73371     0.33143
       136     0.74065     0.33747
       137     0.74754     0.34350
       138     0.75436     0.34955
       139     0.76112     0.35559
       140     0.76782     0.36163
       141     0.77445     0.36766
       142     0.78101     0.37368
       143     0.78750     0.37969
       144     0.79392     0.38568
       145     0.80026     0.39165
       146     0.80652     0.39759
       147     0.81271     0.40351
       148     0.81881     0.40939
       149     0.82483     0.41524
       150     0.83077     0.42105
       151     0.83662     0.42681
       152     0.84238     0.43253
       153     0.84805     0.43820
       154     0.85363     0.44382
       155     0.85912     0.44937
       156     0.86451     0.45487
       157     0.86980     0.46030
       158     0.87500     0.46567
       159     0.88010     0.47096
       160     0.88509     0.47617
       161     0.88998     0.48131
       162     0.89477     0.48637
       163     0.89944     0.49134
       164     0.90402     0.49622
       165     0.90848     0.50102
       166     0.91283     0.50571
       167     0.91707     0.51032
       168     0.92120     0.51482
       169     0.92522     0.51921
       170     0.92912     0.52349
       171     0.93290     0.52766
       172     0.93656     0.53172
       173     0.94011     0.53567
       174     0.94354     0.53949
       175     0.94684     0.54320
       176     0.95003     0.54678
       177     0.95309     0.55023
       178     0.95603     0.55355
       179     0.95884     0.55675
       180     0.96153     0.55982
       181     0.96409     0.56274
       182     0.96653     0.56553
       183     0.96883     0.56818
       184     0.97101     0.57068
       185     0.97307     0.57305
       186     0.97499     0.57527
       187     0.97678     0.57734
       188     0.97850     0.57922
       189     0.98033     0.58077
       190     0.98223     0.58202
       191     0.98415     0.58299
       192     0.98607     0.58372
       193     0.98797     0.58422
       194     0.98982     0.58449
       195     0.99161     0.58455
       196     0.99333     0.58442
       197     0.99496     0.58409
       198     0.99650     0.58358
       199     0.99792     0.58289
       200     0.99861     0.58250
       201     0.99986     0.58156
       202     1.00042     0.58101
       203     1.00147     0.57983
       204     1.00237     0.57850
       205     1.00313     0.57702
       206     1.00372     0.57541
       207     1.00413     0.57367
       208     1.00435     0.57182
       209     1.00437     0.56986
       210     1.00417     0.56781
       211     1.00372     0.56569
       212     1.00299     0.56353
       213     1.00196     0.56135
       214     1.00058     0.55918
       215     0.99901     0.55689
       216     0.99734     0.55445
       217     0.99555     0.55184
       218     0.99365     0.54907
       219     0.99164     0.54615
       220     0.98951     0.54307
       221     0.98727     0.53984
       222     0.98492     0.53646
       223     0.98246     0.53292
       224     0.97989     0.52925
       225     0.97721     0.52542
       226     0.97442     0.52145
       227     0.97153     0.51735
       228     0.96852     0.51310
       229     0.96541     0.50872
       230     0.96218     0.50421
       231     0.95886     0.49957
       232     0.95543     0.49480
       233     0.95189     0.48992
       234     0.94825     0.48491
       235     0.94451     0.47978
       236     0.94066     0.47454
       237     0.93671     0.46919
       238     0.93266     0.46372
       239     0.92851     0.45816
       240     0.92427     0.45249
       241     0.91992     0.44672
       242     0.91548     0.44086
       243     0.91094     0.43491
       244     0.90630     0.42886
       245     0.90157     0.42274
       246     0.89675     0.41654
       247     0.89184     0.41025
       248     0.88683     0.40390
       249     0.88173     0.39747
       250     0.87654     0.39098
       251     0.87127     0.38443
       252     0.86590     0.37782
       253     0.86045     0.37115
       254     0.85492     0.36444
       255     0.84930     0.35767
       256     0.84359     0.35087
       257     0.83781     0.34402
       258     0.83194     0.33714
       259     0.82599     0.33023
       260     0.81997     0.32329
       261     0.81386     0.31632
       262     0.80768     0.30934
       263     0.80143     0.30234
       264     0.79510     0.29532
       265     0.78870     0.28830
       266     0.78223     0.28127
       267     0.77568     0.27424
       268     0.76907     0.26722
       269     0.76239     0.26020
       270     0.75564     0.25318
       271     0.74883     0.24619
       272     0.74195     0.23921
       273     0.73501     0.23225
       274     0.72801     0.22531
       275     0.72095     0.21841
       276     0.71382     0.21153
       277     0.70665     0.20469
       278     0.69941     0.19789
       279     0.69212     0.19113
       280     0.68478     0.18442
       281     0.67738     0.17775
       282     0.66993     0.17114
       283     0.66244     0.16458
       284     0.65489     0.15808
       285     0.64730     0.15164
       286     0.63967     0.14526
       287     0.63199     0.13895
       288     0.62427     0.13272
       289     0.61651     0.12655
       290     0.60871     0.12046
       291     0.60087     0.11446
       292     0.59300     0.10853
       293     0.58509     0.10269
       294     0.57715     0.09693
       295     0.56918     0.09127
       296     0.56119     0.08570
       297     0.55316     0.08022
       298     0.54511     0.07484
       299     0.53704     0.06956
       300     0.52894     0.06438
       301     0.52083     0.05930
       302     0.51270     0.05433
       303     0.50455     0.04947
       304     0.49639     0.04471
       305     0.48822     0.04007
       306     0.48004     0.03560
       307     0.47185     0.03118
       308     0.46366     0.02688
       309     0.45547     0.02270
       310     0.44727     0.01864
       311     0.43908     0.01469
       312     0.43090     0.01087
       313     0.42272     0.00717
       314     0.41455     0.00359
       315     0.40639     0.00014
       316     0.39825    -0.00320
       317     0.39013    -0.00640
       318     0.38203    -0.00949
       319     0.37395    -0.01245
       320     0.36590    -0.01528
       321     0.35788    -0.01799
       322     0.34989    -0.02058
       323     0.34194    -0.02304
       324     0.33402    -0.02538
       325     0.32614    -0.02760
       326     0.31831    -0.02965
       327     0.31052    -0.03163
       328     0.30278    -0.03349
       329     0.29509    -0.03523
       330     0.28745    -0.03686
       331     0.27988    -0.03838
       332     0.27236    -0.03978
       333     0.26491    -0.04107
       334     0.25752    -0.04225
       335     0.25020    -0.04333
       336     0.24295    -0.04430
       337     0.23577    -0.04517
       338     0.22867    -0.04595
       339     0.22165    -0.04662
       340     0.21471    -0.04721
       341     0.20785    -0.04766
       342     0.20107    -0.04807
       343     0.19438    -0.04839
       344     0.18779    -0.04863
       345     0.18128    -0.04879
       346     0.17486    -0.04887
       347     0.16854    -0.04889
       348     0.16232    -0.04883
       349     0.15620    -0.04871
       350     0.15017    -0.04852
       351     0.14425    -0.04828
       352     0.13843    -0.04797
       353     0.13271    -0.04762
       354     0.12711    -0.04722
       355     0.12160    -0.04677
       356     0.11621    -0.04627
       357     0.11093    -0.04574
       358     0.10575    -0.04515
       359     0.10069    -0.04455
       360     0.09574    -0.04391
       361     0.09090    -0.04325
       362     0.08618    -0.04257
       363     0.08158    -0.04186
       364     0.07709    -0.04114
       365     0.07271    -0.04040
       366     0.06846    -0.03965
       367     0.06432    -0.03889
       368     0.06030    -0.03812
       369     0.05640    -0.03734
       370     0.05262    -0.03657
       371     0.04896    -0.03579
       372     0.04542    -0.03502
       373     0.04200    -0.03425
       374     0.03870    -0.03349
       375     0.03552    -0.03274
       376     0.03247    -0.03200
       377     0.02954    -0.03127
       378     0.02673    -0.03057
       379     0.02404    -0.02988
       380     0.02148    -0.02921
       381     0.01904    -0.02856
       382     0.01673    -0.02794
       383     0.01454    -0.02732
       384     0.01249    -0.02665
       385     0.01058    -0.02588
       386     0.00882    -0.02496
       387     0.00721    -0.02388
       388     0.00577    -0.02265
       389     0.00447    -0.02126
       390     0.00334    -0.01973
       391     0.00236    -0.01806
       392     0.00153    -0.01627
       393     0.00085    -0.01437
       394     0.00032    -0.01239
       395    -0.00006    -0.01033
       396    -0.00030    -0.00822
       397    -0.00041    -0.00606
       398    -0.00038    -0.00388
       399    -0.00021    -0.00169
       400    -0.00010    -0.00059
  LEADING EDGE POINT =          397  TE POINT =         209

  NO OF SUCT S POINTS         213  NO PRESS S POINTS         189
  XMIN,XMAX, XCHORD    -4.07474843E-04   1.00437069       1.00477815    

   SUCTION SURFACE POINTS FROM LE TO TE.
         1    -0.00041    -0.00606
         2    -0.00038    -0.00388
         3    -0.00021    -0.00169
         4    -0.00010    -0.00059
         5     0.00026     0.00159
         6     0.00050     0.00267
         7     0.00104     0.00480
         8     0.00169     0.00688
         9     0.00246     0.00890
        10     0.00334     0.01083
        11     0.00432     0.01267
        12     0.00541     0.01439
        13     0.00659     0.01599
        14     0.00787     0.01744
        15     0.00925     0.01874
        16     0.01071     0.01987
        17     0.01227     0.02082
        18     0.01391     0.02159
        19     0.01564     0.02216
        20     0.01746     0.02256
        21     0.01937     0.02279
        22     0.02138     0.02288
        23     0.02349     0.02290
        24     0.02572     0.02292
        25     0.02806     0.02294
        26     0.03051     0.02296
        27     0.03308     0.02300
        28     0.03575     0.02305
        29     0.03854     0.02310
        30     0.04143     0.02318
        31     0.04444     0.02326
        32     0.04755     0.02336
        33     0.05076     0.02348
        34     0.05408     0.02361
        35     0.05750     0.02376
        36     0.06103     0.02392
        37     0.06465     0.02411
        38     0.06838     0.02432
        39     0.07220     0.02455
        40     0.07612     0.02481
        41     0.08013     0.02509
        42     0.08424     0.02540
        43     0.08843     0.02574
        44     0.09273     0.02611
        45     0.09711     0.02650
        46     0.10157     0.02693
        47     0.10613     0.02739
        48     0.11077     0.02791
        49     0.11550     0.02844
        50     0.12030     0.02901
        51     0.12519     0.02962
        52     0.13016     0.03027
        53     0.13521     0.03096
        54     0.14034     0.03169
        55     0.14554     0.03246
        56     0.15082     0.03328
        57     0.15617     0.03414
        58     0.16159     0.03506
        59     0.16709     0.03602
        60     0.17265     0.03703
        61     0.17829     0.03809
        62     0.18399     0.03920
        63     0.18976     0.04036
        64     0.19559     0.04158
        65     0.20149     0.04288
        66     0.20745     0.04421
        67     0.21347     0.04560
        68     0.21956     0.04705
        69     0.22570     0.04855
        70     0.23191     0.05012
        71     0.23817     0.05175
        72     0.24449     0.05345
        73     0.25086     0.05520
        74     0.25729     0.05702
        75     0.26378     0.05891
        76     0.27031     0.06087
        77     0.27691     0.06289
        78     0.28355     0.06498
        79     0.29024     0.06715
        80     0.29698     0.06938
        81     0.30377     0.07171
        82     0.31061     0.07409
        83     0.31750     0.07654
        84     0.32443     0.07907
        85     0.33140     0.08167
        86     0.33842     0.08434
        87     0.34548     0.08710
        88     0.35259     0.08993
        89     0.35973     0.09283
        90     0.36692     0.09582
        91     0.37414     0.09889
        92     0.38140     0.10203
        93     0.38869     0.10525
        94     0.39602     0.10856
        95     0.40338     0.11194
        96     0.41078     0.11541
        97     0.41820     0.11895
        98     0.42565     0.12258
        99     0.43314     0.12629
       100     0.44064     0.13012
       101     0.44817     0.13399
       102     0.45573     0.13794
       103     0.46330     0.14197
       104     0.47089     0.14608
       105     0.47851     0.15027
       106     0.48614     0.15454
       107     0.49378     0.15889
       108     0.50143     0.16332
       109     0.50910     0.16783
       110     0.51677     0.17241
       111     0.52446     0.17706
       112     0.53214     0.18180
       113     0.53983     0.18660
       114     0.54752     0.19148
       115     0.55521     0.19643
       116     0.56290     0.20144
       117     0.57058     0.20653
       118     0.57825     0.21168
       119     0.58591     0.21690
       120     0.59356     0.22218
       121     0.60120     0.22752
       122     0.60882     0.23292
       123     0.61642     0.23838
       124     0.62400     0.24389
       125     0.63156     0.24945
       126     0.63910     0.25507
       127     0.64660     0.26073
       128     0.65408     0.26644
       129     0.66152     0.27219
       130     0.66893     0.27798
       131     0.67630     0.28381
       132     0.68364     0.28967
       133     0.69093     0.29556
       134     0.69818     0.30149
       135     0.70539     0.30744
       136     0.71254     0.31341
       137     0.71965     0.31940
       138     0.72671     0.32541
       139     0.73371     0.33143
       140     0.74065     0.33747
       141     0.74754     0.34350
       142     0.75436     0.34955
       143     0.76112     0.35559
       144     0.76782     0.36163
       145     0.77445     0.36766
       146     0.78101     0.37368
       147     0.78750     0.37969
       148     0.79392     0.38568
       149     0.80026     0.39165
       150     0.80652     0.39759
       151     0.81271     0.40351
       152     0.81881     0.40939
       153     0.82483     0.41524
       154     0.83077     0.42105
       155     0.83662     0.42681
       156     0.84238     0.43253
       157     0.84805     0.43820
       158     0.85363     0.44382
       159     0.85912     0.44937
       160     0.86451     0.45487
       161     0.86980     0.46030
       162     0.87500     0.46567
       163     0.88010     0.47096
       164     0.88509     0.47617
       165     0.88998     0.48131
       166     0.89477     0.48637
       167     0.89944     0.49134
       168     0.90402     0.49622
       169     0.90848     0.50102
       170     0.91283     0.50571
       171     0.91707     0.51032
       172     0.92120     0.51482
       173     0.92522     0.51921
       174     0.92912     0.52349
       175     0.93290     0.52766
       176     0.93656     0.53172
       177     0.94011     0.53567
       178     0.94354     0.53949
       179     0.94684     0.54320
       180     0.95003     0.54678
       181     0.95309     0.55023
       182     0.95603     0.55355
       183     0.95884     0.55675
       184     0.96153     0.55982
       185     0.96409     0.56274
       186     0.96653     0.56553
       187     0.96883     0.56818
       188     0.97101     0.57068
       189     0.97307     0.57305
